UDI,Product Name,Type of Analysis,Instrument ID,Room Air temperature [K],Instrument temperature [K],Instrument Usage_hours,Runs_since_PM,Component_age_days,Days_since_last_PM,PM_overdue_flag,Room_temp_stability_issue,Power_fluctuation_flag,Minor_alarm_counts,Past_incidents_count,Date of Observation
6200,Clopidogrel,Dissolution,HPLC-3,300.9,310.9,1573,88,451,161,1,0,0,2,3,08-02-2026
6201,Diclofenac,Assay,IR-2,301,310.9,353,44,455,17,0,0,0,8,0,09-01-2026
6202,Clopidogrel,Dissolution,IR-3,301,310.9,1796,486,617,123,0,0,0,1,3,02-02-2026
6203,Ibuprofen,Relative Substance,Disso-5,301,310.9,1566,90,538,96,1,0,0,10,4,07-01-2026
6204,Diazepam,Relative Substance,IR-1,301,310.9,1934,266,736,157,1,0,1,9,2,13-02-2026
6205,Diazepam,Relative Substance,Disso-6,300.9,310.8,1111,349,186,164,0,1,0,9,2,09-02-2026
6206,Diclofenac,Dissolution,UV Spec-4,300.9,310.7,1668,332,564,68,0,0,0,0,4,16-01-2026
6207,Clopidogrel,Dissolution,HPLC-6,300.8,310.6,1932,306,569,176,0,0,0,3,4,19-01-2026
6208,Diclofenac,Relative Substance,IR-3,300.7,310.6,896,259,371,27,0,0,1,2,4,31-01-2026
6209,Clopidogrel,Dissolution,HPLC-1,300.7,310.6,1735,5,633,120,0,0,0,0,5,12-01-2026
6210,Atorvastatin,Relative Substance,UV Spec-2,300.7,310.6,1089,364,704,53,1,0,0,2,4,23-01-2026
6211,Diclofenac,Relative Substance,Disso-7,300.8,310.5,192,389,738,115,0,0,0,3,3,22-01-2026
6212,Diclofenac,Relative Substance,Disso-3,300.8,310.6,1265,222,726,85,0,0,0,4,4,10-01-2026
6213,Ibuprofen,UV Spec,IR-2,300.8,310.6,1773,282,224,61,0,0,0,4,1,17-03-2026
6214,Atorvastatin,Dissolution,IR-2,300.9,310.6,1791,323,31,163,0,0,0,9,1,17-01-2026
6215,Clopidogrel,UV Spec,HPLC-5,300.9,310.7,126,85,146,11,0,0,0,7,0,16-03-2026
6216,Clopidogrel,Assay,UV Spec-2,301.1,310.8,342,147,754,80,0,0,0,6,3,02-01-2026
6217,Atorvastatin,Assay,HPLC-7,301.1,310.8,657,469,426,61,0,0,0,1,4,04-01-2026
6218,Ibuprofen,Assay,UV Spec-9,301,310.7,498,165,197,138,1,0,0,7,0,21-12-2025
6219,Clopidogrel,UV Spec,UV Spec-4,301,310.6,1933,301,860,177,0,1,0,8,5,17-02-2026
6220,Clopidogrel,Assay,HPLC-2,301.1,310.6,1584,170,809,128,0,0,0,9,1,01-01-2026
6221,Diclofenac,Dissolution,UV Spec-2,301.1,310.8,358,448,595,180,1,0,0,8,2,06-01-2026
6222,Diclofenac,Assay,Disso-7,301.2,310.9,806,253,75,53,0,0,0,6,4,10-02-2026
6223,Ibuprofen,Assay,HPLC-7,301.1,310.8,352,239,45,148,1,0,0,0,5,27-12-2025
6224,Diazepam,Relative Substance,Disso-1,301.1,310.9,1711,217,24,127,0,0,0,4,0,15-01-2026
6225,Clopidogrel,UV Spec,UV Spec-2,301.2,311,151,28,762,53,0,0,0,4,2,14-01-2026
6226,Diazepam,Dissolution,HPLC-6,301.2,311,1105,164,711,32,1,0,0,5,5,06-02-2026
6227,Diclofenac,Dissolution,IR-2,301.3,311,640,152,160,36,0,0,0,4,2,12-03-2026
6228,Diazepam,Dissolution,UV Spec-3,301.2,310.8,825,160,714,49,0,0,0,5,2,13-02-2026
6229,Atorvastatin,Dissolution,UV Spec-4,301.2,310.9,121,400,588,51,1,0,0,0,1,24-02-2026
6230,Clopidogrel,Relative Substance,HPLC-5,301.3,310.9,812,25,210,37,0,1,0,5,2,17-03-2026
6231,Clopidogrel,UV Spec,UV Spec-5,301.3,311,281,384,101,30,0,0,0,5,4,21-02-2026
6232,Atorvastatin,UV Spec,HPLC-1,301.3,311,459,478,82,112,0,0,0,5,2,24-01-2026
6233,Diclofenac,Assay,UV Spec-6,301.3,311,910,461,329,21,1,1,0,8,2,17-02-2026
6234,Diazepam,UV Spec,IR-3,301.2,310.9,937,484,712,158,0,0,0,4,1,21-12-2025
6235,Diclofenac,Relative Substance,UV Spec-4,301.2,310.8,1348,176,135,135,0,0,0,8,3,04-03-2026
6236,Diazepam,Relative Substance,UV Spec-10,301.3,310.9,309,313,699,22,0,0,0,10,2,30-01-2026
6237,Atorvastatin,Assay,HPLC-6,301.3,310.9,528,356,436,87,1,0,0,3,2,25-12-2025
6238,Diclofenac,Relative Substance,HPLC-5,301.4,310.9,67,85,456,100,0,0,0,5,4,19-03-2026
6239,Atorvastatin,Relative Substance,UV Spec-2,301.3,310.8,975,82,333,42,0,1,0,8,3,08-01-2026
6240,Ibuprofen,Assay,HPLC-5,301.2,310.7,1994,24,890,148,0,0,0,10,3,11-01-2026
6241,Diazepam,Assay,Disso-5,301.2,310.7,1029,5,247,11,1,0,0,1,5,02-01-2026
6242,Ibuprofen,Relative Substance,IR-3,301.1,310.5,1603,493,850,2,0,0,0,9,2,19-02-2026
6243,Diazepam,Relative Substance,Disso-1,301,310.4,1517,337,67,158,0,0,0,3,0,02-03-2026
6244,Diazepam,Assay,Disso-4,301,310.4,784,128,615,135,0,0,0,9,3,20-01-2026
6245,Diclofenac,Relative Substance,Disso-6,301,310.4,1480,427,704,163,0,0,0,1,1,20-02-2026
6246,Atorvastatin,Relative Substance,HPLC-7,300.9,310.4,1470,105,357,96,0,0,0,4,2,11-01-2026
6247,Clopidogrel,Assay,HPLC-7,300.8,310.3,1000,395,119,101,0,0,0,3,2,25-12-2025
6248,Atorvastatin,UV Spec,HPLC-2,300.8,310.2,1350,80,641,60,0,0,0,6,4,24-02-2026
6249,Diclofenac,Assay,UV Spec-11,300.8,310.1,880,416,281,78,1,0,0,1,4,14-02-2026
6250,Atorvastatin,Dissolution,IR-3,300.7,310.1,538,14,641,53,0,0,0,3,2,20-02-2026
6251,Clopidogrel,UV Spec,Disso-5,300.8,310.2,1444,497,837,160,0,0,0,3,1,01-01-2026
6252,Ibuprofen,Assay,IR-1,300.8,310.2,846,349,804,173,0,0,0,0,5,10-01-2026
6253,Atorvastatin,Relative Substance,HPLC-2,300.8,310.3,1002,22,555,80,0,0,0,5,0,02-02-2026
6254,Ibuprofen,Assay,UV Spec-6,300.9,310.4,1626,79,451,153,0,0,0,10,3,23-01-2026
6255,Diazepam,Dissolution,UV Spec-8,301,310.5,277,49,37,163,0,0,0,3,4,26-01-2026
6256,Clopidogrel,UV Spec,HPLC-7,301,310.5,1659,298,760,70,0,0,0,4,2,29-12-2025
6257,Clopidogrel,Assay,Disso-4,301,310.6,573,199,574,146,1,0,0,9,2,10-02-2026
6258,Clopidogrel,Relative Substance,IR-2,301.1,310.7,540,23,151,19,1,0,0,4,4,07-03-2026
6259,Ibuprofen,UV Spec,HPLC-1,301.1,310.7,157,432,92,150,0,0,0,1,2,19-03-2026
6260,Ibuprofen,Dissolution,IR-3,301.2,310.8,361,498,66,149,0,1,0,3,2,14-02-2026
6261,Clopidogrel,Relative Substance,UV Spec-7,301.1,310.7,362,429,161,40,1,0,0,7,2,22-02-2026
6262,Clopidogrel,Assay,HPLC-4,301.1,310.6,552,295,148,9,0,1,0,7,3,05-01-2026
6263,Diclofenac,Assay,Disso-7,301,310.6,550,218,191,44,1,0,0,2,3,28-01-2026
6264,Diclofenac,UV Spec,Disso-6,301,310.6,1207,313,291,124,0,0,0,4,1,02-03-2026
6265,Diclofenac,UV Spec,HPLC-1,300.9,310.4,906,165,663,34,0,0,0,8,3,30-01-2026
6266,Atorvastatin,Relative Substance,HPLC-1,300.8,310.3,653,181,691,161,0,1,0,10,5,04-02-2026
6267,Clopidogrel,Relative Substance,IR-2,300.8,310.4,1462,371,560,86,0,0,0,8,5,05-03-2026
6268,Clopidogrel,Relative Substance,UV Spec-2,300.8,310.4,776,256,258,124,0,0,0,2,0,15-02-2026
6269,Diazepam,Relative Substance,UV Spec-8,300.9,310.5,763,279,359,65,0,0,0,9,5,23-02-2026
6270,Clopidogrel,Dissolution,Disso-6,300.9,310.5,1606,9,201,156,0,0,0,10,1,10-02-2026
6271,Ibuprofen,Assay,UV Spec-9,300.9,310.4,1600,29,705,73,0,0,0,4,5,22-02-2026
6272,Clopidogrel,Relative Substance,Disso-5,300.9,310.5,244,180,360,62,0,0,0,2,5,10-03-2026
6273,Diazepam,Assay,Disso-1,301.1,310.6,1999,55,528,14,0,0,0,4,1,23-02-2026
6274,Clopidogrel,UV Spec,UV Spec-7,301.2,310.8,1283,492,594,44,0,0,0,4,0,20-02-2026
6275,Clopidogrel,Relative Substance,Disso-3,301.2,310.7,1186,477,315,93,0,0,0,10,2,14-02-2026
6276,Atorvastatin,Relative Substance,IR-2,301.3,310.8,798,220,870,154,0,0,0,3,2,12-02-2026
6277,Diazepam,UV Spec,UV Spec-4,301.2,310.8,121,13,431,71,0,0,0,9,3,29-01-2026
6278,Atorvastatin,Dissolution,UV Spec-1,301.2,310.8,1461,38,663,120,0,1,0,9,5,10-01-2026
6279,Diclofenac,Dissolution,HPLC-2,301.2,310.7,479,15,14,178,0,0,0,7,0,11-03-2026
6280,Diclofenac,Assay,UV Spec-7,301.3,310.8,624,95,345,105,0,0,0,8,3,02-03-2026
6281,Diclofenac,UV Spec,Disso-2,301.2,310.7,156,218,591,30,0,0,0,3,2,09-02-2026
6282,Atorvastatin,Dissolution,Disso-4,301.3,310.8,1902,333,590,157,0,0,0,7,5,11-02-2026
6283,Diazepam,UV Spec,HPLC-5,301.3,310.8,660,203,762,22,0,1,0,8,3,16-01-2026
6284,Ibuprofen,Dissolution,HPLC-7,301.3,310.8,1341,162,136,52,0,0,0,0,4,10-01-2026
6285,Ibuprofen,Relative Substance,UV Spec-1,301.2,310.8,496,310,69,146,0,1,0,10,3,11-01-2026
6286,Atorvastatin,UV Spec,HPLC-2,301.2,310.7,368,468,230,70,0,0,0,3,5,09-01-2026
6287,Ibuprofen,UV Spec,UV Spec-3,301.1,310.6,770,81,761,117,0,0,1,9,5,02-02-2026
6288,Diazepam,UV Spec,IR-2,301.1,310.6,755,228,764,65,1,1,0,1,3,23-12-2025
6289,Diazepam,Assay,Disso-6,301,310.5,1748,407,561,17,0,0,0,10,4,23-12-2025
6290,Diazepam,Relative Substance,UV Spec-6,301,310.5,930,80,641,95,1,0,0,5,3,22-02-2026
6291,Diazepam,Dissolution,IR-1,301,310.5,309,75,878,87,0,0,0,0,5,28-02-2026
6292,Atorvastatin,UV Spec,IR-3,301.1,310.5,144,265,569,48,0,0,0,7,2,21-01-2026
6293,Clopidogrel,Relative Substance,Disso-1,301,310.4,1136,140,328,29,0,0,0,3,4,07-03-2026
6294,Atorvastatin,Dissolution,HPLC-1,301,310.4,337,281,577,141,1,0,0,10,3,04-02-2026
6295,Diclofenac,Assay,HPLC-4,301.1,310.5,978,319,858,100,0,0,1,10,0,19-01-2026
6296,Diclofenac,Relative Substance,UV Spec-6,301.1,310.6,1382,396,465,120,0,0,0,10,2,22-12-2025
6297,Clopidogrel,Assay,IR-1,301,310.5,1217,154,512,144,1,0,0,4,3,27-02-2026
6298,Atorvastatin,Assay,Disso-4,301.1,310.5,1398,283,218,167,0,0,0,0,5,27-02-2026
6299,Diazepam,Relative Substance,UV Spec-8,301.1,310.5,657,129,285,156,1,0,0,1,4,27-02-2026
6300,Atorvastatin,Assay,HPLC-7,301.2,310.6,1951,19,857,132,0,0,0,2,4,28-02-2026
6301,Ibuprofen,Assay,Disso-1,301.2,310.7,1204,60,458,180,1,0,0,5,5,29-12-2025
6302,Atorvastatin,UV Spec,IR-3,301.2,310.6,770,205,23,37,0,0,0,0,5,30-01-2026
6303,Diazepam,Dissolution,Disso-6,301.2,310.6,704,141,336,111,0,0,0,6,4,25-01-2026
6304,Atorvastatin,Dissolution,HPLC-5,301.2,310.6,1443,221,576,86,1,0,0,8,4,10-02-2026
6305,Diclofenac,Relative Substance,IR-3,301.1,310.5,1486,302,245,54,0,0,0,2,1,18-01-2026
6306,Atorvastatin,Dissolution,Disso-3,301.1,310.5,1528,93,756,68,0,0,0,9,4,22-02-2026
6307,Diazepam,UV Spec,IR-3,301,310.4,1540,26,99,46,1,0,0,7,1,11-03-2026
6308,Atorvastatin,UV Spec,HPLC-2,301,310.3,1239,356,854,51,0,0,0,9,4,13-01-2026
6309,Clopidogrel,Dissolution,HPLC-1,300.8,310.1,434,481,729,160,1,0,0,7,5,26-01-2026
6310,Diazepam,Dissolution,HPLC-4,300.9,310.2,327,272,364,7,0,0,0,2,3,12-02-2026
6311,Clopidogrel,UV Spec,Disso-7,300.9,310.1,797,98,484,6,0,0,0,0,4,12-02-2026
6312,Diclofenac,Dissolution,IR-1,300.9,310.3,1004,41,420,56,0,0,0,10,5,05-02-2026
6313,Diclofenac,UV Spec,HPLC-7,300.9,310.2,1039,411,292,53,1,1,0,8,1,19-01-2026
6314,Ibuprofen,UV Spec,UV Spec-4,300.9,310.3,743,44,135,123,0,1,0,5,0,01-03-2026
6315,Diazepam,Relative Substance,UV Spec-1,301,310.4,624,271,603,140,0,1,0,3,0,04-02-2026
6316,Diclofenac,Dissolution,IR-3,301,310.4,1753,358,652,3,0,0,0,6,1,28-02-2026
6317,Ibuprofen,Assay,Disso-3,300.9,310.4,405,131,342,106,0,0,0,7,2,12-01-2026
6318,Atorvastatin,UV Spec,UV Spec-1,300.9,310.3,1893,252,348,111,0,0,0,3,4,27-02-2026
6319,Diclofenac,Relative Substance,Disso-3,300.9,310.3,482,368,229,10,0,0,0,1,5,22-02-2026
6320,Diclofenac,Relative Substance,Disso-7,300.8,310.2,78,6,550,54,0,0,0,5,0,22-01-2026
6321,Atorvastatin,Assay,HPLC-1,300.8,310.2,1043,189,776,104,0,0,0,0,0,25-12-2025
6322,Ibuprofen,Assay,IR-1,300.7,310.2,1250,301,352,87,1,0,0,2,0,21-12-2025
6323,Diazepam,Assay,Disso-4,300.7,310.1,1604,465,441,56,0,0,0,8,1,17-03-2026
6324,Ibuprofen,Assay,HPLC-1,300.7,310.1,1213,71,67,170,1,0,0,7,3,18-03-2026
6325,Atorvastatin,Relative Substance,HPLC-2,300.7,310.1,393,247,733,66,0,0,0,4,3,28-01-2026
6326,Diazepam,Dissolution,HPLC-6,300.7,310.1,876,38,306,141,1,0,0,8,2,26-01-2026
6327,Diazepam,UV Spec,Disso-1,300.6,310,1144,421,883,37,0,1,0,0,2,06-02-2026
6328,Diclofenac,Dissolution,Disso-6,300.6,310,114,176,151,79,0,0,0,0,1,07-01-2026
6329,Ibuprofen,Assay,HPLC-7,300.7,310,1274,373,621,75,0,0,0,10,3,28-01-2026
6330,Clopidogrel,Relative Substance,IR-1,300.7,310,111,352,211,55,0,0,0,5,2,16-02-2026
6331,Atorvastatin,Dissolution,HPLC-5,300.5,310,1574,398,94,142,0,0,0,6,0,28-12-2025
6332,Clopidogrel,Relative Substance,IR-1,300.5,310,1741,205,13,119,0,0,0,6,0,20-03-2026
6333,Atorvastatin,Assay,IR-3,300.5,309.9,1777,303,706,32,0,0,0,4,4,28-01-2026
6334,Clopidogrel,Dissolution,IR-1,300.4,309.9,1713,345,339,43,0,0,0,6,1,16-01-2026
6335,Atorvastatin,Relative Substance,IR-2,300.4,309.8,1222,397,323,45,0,0,0,3,4,04-02-2026
6336,Clopidogrel,Relative Substance,UV Spec-7,300.4,309.8,149,152,227,105,0,0,0,10,4,20-03-2026
6337,Diclofenac,UV Spec,IR-2,300.4,309.8,922,355,156,170,0,0,0,5,0,09-01-2026
6338,Diazepam,UV Spec,IR-2,300.4,309.8,1308,477,230,61,0,0,0,4,5,24-12-2025
6339,Diazepam,Dissolution,UV Spec-8,300.4,309.9,639,343,686,47,0,0,0,9,3,18-01-2026
6340,Atorvastatin,Relative Substance,IR-2,300.5,310,312,73,664,171,1,0,0,3,2,21-02-2026
6341,Diclofenac,Relative Substance,HPLC-5,300.5,309.9,903,163,44,36,0,0,0,10,0,12-02-2026
6342,Diclofenac,Dissolution,Disso-6,300.4,309.8,857,298,510,35,0,0,0,0,5,24-01-2026
6343,Clopidogrel,Relative Substance,HPLC-2,300.3,309.8,1226,7,583,46,0,0,0,5,5,20-03-2026
6344,Diclofenac,Dissolution,HPLC-4,300.2,309.8,1685,104,622,65,0,0,0,3,4,22-01-2026
6345,Atorvastatin,Assay,Disso-6,300.2,309.8,1519,421,313,134,1,0,0,7,0,26-01-2026
6346,Ibuprofen,Relative Substance,UV Spec-9,300.2,309.8,1946,29,784,60,0,0,0,10,1,29-12-2025
6347,Diazepam,Assay,IR-2,300.2,309.7,809,205,848,84,0,0,0,1,4,10-01-2026
6348,Ibuprofen,Assay,HPLC-7,300.2,309.7,1781,247,851,148,1,0,0,9,4,31-12-2025
6349,Clopidogrel,Relative Substance,Disso-6,300.2,309.8,430,367,345,85,0,0,0,9,0,03-03-2026
6350,Diazepam,Relative Substance,Disso-2,300.1,309.8,1646,424,743,133,0,0,1,4,5,09-02-2026
6351,Clopidogrel,Assay,IR-2,300.1,309.7,1956,103,215,141,1,0,0,0,5,27-12-2025
6352,Clopidogrel,Dissolution,IR-2,300,309.7,307,92,72,147,0,1,0,7,4,19-03-2026
6353,Clopidogrel,Dissolution,Disso-6,300,309.6,268,450,311,78,0,0,0,6,3,26-01-2026
6354,Diazepam,Relative Substance,Disso-2,300,309.6,1079,52,559,21,0,0,0,2,2,18-02-2026
6355,Atorvastatin,Assay,HPLC-7,300.1,309.6,624,442,728,94,1,0,0,9,5,30-01-2026
6356,Ibuprofen,UV Spec,Disso-2,300.1,309.7,95,27,317,13,0,1,1,3,2,30-12-2025
6357,Clopidogrel,Assay,UV Spec-7,300.1,309.7,1073,433,352,51,0,0,0,9,5,20-01-2026
6358,Diclofenac,Relative Substance,IR-3,300.2,309.8,1150,485,847,99,1,0,0,5,2,04-03-2026
6359,Atorvastatin,Assay,IR-3,300.2,309.8,977,411,420,112,0,0,0,3,4,25-12-2025
6360,Atorvastatin,UV Spec,UV Spec-8,300.1,309.8,1557,61,728,165,0,0,0,6,5,28-01-2026
6361,Clopidogrel,UV Spec,Disso-6,300.1,309.7,183,72,195,33,1,0,0,10,3,27-01-2026
6362,Diclofenac,Dissolution,UV Spec-3,300.1,309.7,610,89,731,141,1,0,0,7,3,15-02-2026
6363,Atorvastatin,Relative Substance,IR-1,300,309.6,1667,414,524,59,0,0,0,6,2,09-03-2026
6364,Diclofenac,Dissolution,IR-1,300,309.6,1625,426,568,6,0,0,0,9,1,03-01-2026
6365,Ibuprofen,Dissolution,UV Spec-4,299.9,309.6,448,355,114,31,0,0,0,3,3,21-03-2026
6366,Clopidogrel,Assay,IR-1,299.9,309.5,910,275,398,140,0,0,0,4,2,31-12-2025
6367,Clopidogrel,UV Spec,IR-1,299.9,309.5,1390,484,825,132,1,0,0,9,2,22-01-2026
6368,Clopidogrel,UV Spec,Disso-6,300,309.6,693,42,99,34,1,0,0,5,1,30-12-2025
6369,Ibuprofen,UV Spec,Disso-1,300,309.6,1968,282,559,172,0,0,0,7,2,21-12-2025
6370,Ibuprofen,Assay,UV Spec-7,300,309.5,1631,13,754,164,0,0,0,0,4,13-02-2026
6371,Atorvastatin,Dissolution,HPLC-4,300.1,309.6,52,165,769,180,0,0,0,3,0,16-03-2026
6372,Ibuprofen,Relative Substance,IR-1,300.1,309.6,299,71,422,145,0,1,0,4,5,06-01-2026
6373,Clopidogrel,Relative Substance,IR-3,300,309.5,1455,360,414,6,1,0,0,4,2,20-03-2026
6374,Clopidogrel,Assay,UV Spec-2,300,309.5,348,91,556,167,0,1,1,6,0,10-03-2026
6375,Diazepam,UV Spec,Disso-4,300,309.5,839,161,439,98,0,0,0,7,0,03-01-2026
6376,Atorvastatin,Assay,UV Spec-4,300,309.6,676,497,788,147,0,0,1,0,3,14-03-2026
6377,Ibuprofen,Relative Substance,UV Spec-8,300,309.6,644,25,135,72,0,0,0,0,3,17-03-2026
6378,Diclofenac,Assay,IR-1,300.1,309.6,1256,453,271,14,0,1,0,9,5,17-03-2026
6379,Atorvastatin,Assay,HPLC-5,300,309.6,1053,427,791,152,0,0,0,2,4,29-01-2026
6380,Clopidogrel,Assay,IR-1,300.1,309.7,1620,355,206,100,0,1,0,9,5,12-02-2026
6381,Ibuprofen,Dissolution,HPLC-3,300.2,309.8,1737,1,504,13,0,0,0,9,4,06-01-2026
6382,Diclofenac,Dissolution,HPLC-1,300.2,309.7,1439,283,324,101,0,0,0,8,5,19-01-2026
6383,Diazepam,Relative Substance,UV Spec-7,300.2,309.8,717,487,258,124,0,0,0,4,4,09-01-2026
6384,Ibuprofen,UV Spec,HPLC-2,300.2,309.7,437,467,253,168,0,0,0,8,5,06-02-2026
6385,Diazepam,Relative Substance,Disso-5,300.1,309.6,1269,16,89,130,0,0,0,6,1,21-03-2026
6386,Ibuprofen,Relative Substance,UV Spec-8,300.1,309.7,1889,403,540,176,0,0,0,5,1,24-02-2026
6387,Diazepam,UV Spec,UV Spec-1,300.2,309.7,1413,450,362,162,0,0,0,4,4,30-12-2025
6388,Clopidogrel,Dissolution,Disso-6,300.2,309.8,1766,73,736,27,0,0,0,5,1,20-03-2026
6389,Diazepam,UV Spec,UV Spec-8,300.3,309.9,855,415,779,159,0,1,0,2,4,18-02-2026
6390,Ibuprofen,Dissolution,UV Spec-5,300.3,309.9,236,313,867,6,0,0,0,7,5,01-01-2026
6391,Diclofenac,Relative Substance,UV Spec-4,300.3,309.8,1524,56,43,129,1,0,0,1,3,24-02-2026
6392,Diclofenac,Assay,Disso-7,300.2,309.7,847,83,327,73,0,1,0,6,5,14-03-2026
6393,Atorvastatin,Dissolution,IR-1,300.1,309.7,1439,288,762,29,0,0,0,9,4,24-02-2026
6394,Ibuprofen,Dissolution,UV Spec-8,300.2,309.7,1374,252,773,131,0,0,0,3,0,06-02-2026
6395,Diazepam,Dissolution,Disso-1,300.2,309.7,1071,186,766,11,0,0,0,9,3,26-01-2026
6396,Diazepam,Dissolution,UV Spec-4,300.1,309.6,1296,216,188,5,0,0,0,2,3,29-01-2026
6397,Diclofenac,Assay,UV Spec-10,300,309.6,1447,461,218,38,0,1,0,0,4,30-01-2026
6398,Clopidogrel,Assay,UV Spec-6,300,309.6,1299,114,261,114,0,1,0,1,2,04-01-2026
6399,Ibuprofen,Relative Substance,Disso-2,300.1,309.7,1421,233,67,163,1,0,0,6,1,28-02-2026
6400,Clopidogrel,Dissolution,IR-1,300.1,309.6,297,146,777,157,0,0,0,5,3,23-12-2025
6401,Diazepam,Assay,Disso-2,300.1,309.7,228,170,806,146,0,0,0,6,2,16-02-2026
6402,Clopidogrel,Relative Substance,UV Spec-7,300,309.6,1276,151,691,13,0,0,0,10,1,09-03-2026
6403,Diazepam,Dissolution,Disso-2,300.1,309.6,342,103,885,110,1,0,0,9,0,05-01-2026
6404,Atorvastatin,Relative Substance,HPLC-6,300.1,309.6,1203,226,836,31,0,0,0,2,5,25-02-2026
6405,Diclofenac,Assay,UV Spec-9,300.2,309.7,1507,26,756,53,0,1,0,4,5,07-03-2026
6406,Diclofenac,Dissolution,HPLC-5,300.1,309.7,1277,310,618,132,0,0,0,9,3,05-03-2026
6407,Diclofenac,Assay,IR-2,300.2,309.8,535,232,60,132,1,0,0,6,3,12-01-2026
6408,Atorvastatin,Assay,UV Spec-10,300.3,309.9,221,197,754,91,0,0,0,6,1,03-01-2026
6409,Atorvastatin,UV Spec,Disso-7,300.3,309.9,1592,100,451,124,0,0,0,2,5,13-03-2026
6410,Ibuprofen,Dissolution,Disso-5,300.3,310,639,118,494,148,0,0,0,2,3,30-01-2026
6411,Diazepam,UV Spec,UV Spec-5,300.4,310.1,1815,131,681,83,0,0,0,6,2,08-01-2026
6412,Clopidogrel,Relative Substance,UV Spec-8,300.4,310,1325,466,413,82,0,0,0,10,4,15-02-2026
6413,Clopidogrel,UV Spec,Disso-6,300.4,310,354,150,34,35,0,0,0,0,0,22-01-2026
6414,Atorvastatin,UV Spec,UV Spec-1,300.4,310.1,349,367,822,92,0,0,0,1,1,27-12-2025
6415,Ibuprofen,Dissolution,HPLC-5,300.4,310.1,1195,267,149,91,1,0,0,0,2,18-01-2026
6416,Atorvastatin,Dissolution,HPLC-3,300.4,310.1,726,139,709,32,0,0,0,8,4,12-02-2026
6417,Atorvastatin,Relative Substance,Disso-6,300.4,310.1,761,265,642,167,0,0,0,2,4,12-03-2026
6418,Clopidogrel,Assay,Disso-5,300.3,309.9,452,167,657,147,0,0,0,10,2,12-01-2026
6419,Ibuprofen,Assay,Disso-2,300.3,309.9,1974,154,259,93,0,0,0,0,0,30-01-2026
6420,Diclofenac,UV Spec,UV Spec-7,300.3,309.9,548,344,406,136,0,0,0,6,3,14-03-2026
6421,Diazepam,UV Spec,UV Spec-4,300.3,309.9,549,358,166,178,0,0,0,2,2,10-01-2026
6422,Diclofenac,Assay,UV Spec-3,300.3,309.9,1367,105,220,109,1,0,0,7,1,24-12-2025
6423,Diclofenac,UV Spec,UV Spec-11,300.3,309.9,1149,207,320,169,0,0,0,9,2,07-02-2026
6424,Clopidogrel,Relative Substance,UV Spec-9,300.3,310,1884,230,639,56,0,0,0,2,3,11-03-2026
6425,Diclofenac,Dissolution,Disso-5,300.3,310,954,88,284,179,0,0,0,10,1,28-12-2025
6426,Clopidogrel,Relative Substance,UV Spec-6,300.3,309.9,787,93,25,153,0,0,0,1,4,02-01-2026
6427,Clopidogrel,UV Spec,IR-3,300.2,309.7,725,202,684,77,1,0,0,1,0,21-12-2025
6428,Clopidogrel,Relative Substance,Disso-2,300.2,309.8,1178,211,236,37,0,0,0,2,4,21-01-2026
6429,Atorvastatin,Assay,HPLC-2,300.2,309.8,1955,408,858,133,0,0,0,7,4,19-03-2026
6430,Clopidogrel,Relative Substance,UV Spec-8,300.2,309.8,1534,55,629,90,0,1,0,4,2,29-01-2026
6431,Diazepam,UV Spec,HPLC-7,300.3,309.8,684,23,225,138,0,0,0,4,4,06-01-2026
6432,Ibuprofen,UV Spec,Disso-1,300.2,309.8,1044,409,97,113,1,0,0,6,2,06-03-2026
6433,Atorvastatin,UV Spec,Disso-6,300.3,309.9,730,107,490,80,0,0,0,1,0,17-01-2026
6434,Ibuprofen,Assay,Disso-5,300.3,309.9,786,141,567,45,0,0,0,10,2,13-01-2026
6435,Clopidogrel,UV Spec,IR-1,300.3,309.9,1281,419,429,164,0,0,0,1,1,12-03-2026
6436,Clopidogrel,UV Spec,IR-3,300.3,309.9,540,7,659,154,0,0,1,4,5,08-03-2026
6437,Diazepam,Dissolution,Disso-2,300.4,310,1074,487,168,49,0,0,0,5,5,16-03-2026
6438,Diazepam,Relative Substance,HPLC-3,300.4,310,429,284,507,117,0,0,0,4,0,21-01-2026
6439,Atorvastatin,UV Spec,UV Spec-8,300.4,310,1823,68,704,136,0,0,0,1,4,03-03-2026
6440,Atorvastatin,UV Spec,IR-1,300.6,310.1,1354,189,741,121,0,0,0,5,2,11-03-2026
6441,Atorvastatin,Assay,HPLC-1,300.6,310.2,224,410,820,123,0,0,0,1,1,26-12-2025
6442,Ibuprofen,Relative Substance,HPLC-6,300.7,310.2,294,226,358,119,0,0,0,8,5,12-02-2026
6443,Diazepam,Relative Substance,UV Spec-4,300.7,310.2,1086,476,748,18,1,0,0,5,1,28-01-2026
6444,Diclofenac,UV Spec,HPLC-6,300.8,310.3,653,480,476,94,0,0,0,5,2,22-01-2026
6445,Clopidogrel,Relative Substance,IR-1,300.8,310.3,1030,38,482,106,0,0,0,1,4,08-03-2026
6446,Diclofenac,Assay,HPLC-5,300.7,310.3,829,170,666,140,0,0,0,1,3,04-02-2026
6447,Atorvastatin,Assay,IR-3,300.7,310.3,1160,180,286,116,0,0,0,4,5,11-03-2026
